sensor_id,city,zone_type,pm25,pm10,co2_ppm,temperature_c,humidity_pct,wind_speed_kmh,aqi_value,severity,recorded_at
PKS_MUL_TRF_01,Multan,traffic,71.63,114.51,757.47,41.34,36.27,33.18,159.33,UNHEALTHY,2026-07-13T10:18:44Z
PKS_MUL_PRK_02,Multan,park,20.74,32.15,516.66,36.24,88.05,15.81,69.17,MODERATE,2026-07-13T10:18:44Z
PKS_KHI_IND_01,Karachi,industrial,120.28,163.45,983.69,45.0,38.01,25.31,184.45,UNHEALTHY,2026-07-13T10:18:55Z
PKS_KHI_TRF_02,Karachi,traffic,95.15,144.74,604.23,44.76,46.53,40.57,171.47,UNHEALTHY,2026-07-13T10:18:55Z
PKS_LHR_RES_01,Lahore,residential,47.61,58.46,573.91,45.0,51.74,13.51,130.82,UNHEALTHY,2026-07-13T10:18:55Z
PKS_LHR_IND_02,Lahore,industrial,119.03,157.99,1051.99,39.07,27.39,15.69,183.8,UNHEALTHY,2026-07-13T10:18:55Z
PKS_ISB_PRK_01,Islamabad,park,18.29,24.28,454.34,45.0,90.0,8.51,64.02,MODERATE,2026-07-13T10:18:55Z
PKS_ISB_TRF_02,Islamabad,traffic,89.21,139.13,665.82,45.0,29.24,16.82,168.41,UNHEALTHY,2026-07-13T10:18:55Z
PKS_PEW_IND_01,Peshawar,industrial,500.0,600.0,1248.46,45.0,43.54,30.62,499.68,HAZARDOUS,2026-07-13T10:18:55Z
PKS_PEW_RES_02,Peshawar,residential,59.38,87.25,639.51,33.88,58.7,16.49,153.0,UNHEALTHY,2026-07-13T10:18:55Z
PKS_MUL_TRF_01,Multan,traffic,67.62,98.6,727.71,45.0,39.53,27.19,157.26,UNHEALTHY,2026-07-13T10:18:55Z
PKS_MUL_PRK_02,Multan,park,18.97,26.45,568.95,45.0,81.3,15.78,65.45,MODERATE,2026-07-13T10:18:55Z
PKS_KHI_IND_01,Karachi,industrial,167.73,203.11,742.59,45.0,30.0,30.13,218.07,HAZARDOUS,2026-07-13T10:19:06Z
PKS_KHI_TRF_02,Karachi,traffic,224.37,326.3,886.78,45.0,30.16,32.87,274.2,HAZARDOUS,2026-07-13T10:19:06Z
PKS_LHR_RES_01,Lahore,residential,52.68,72.67,651.15,30.29,78.49,12.48,143.3,UNHEALTHY,2026-07-13T10:19:06Z
PKS_LHR_IND_02,Lahore,industrial,149.5,199.15,1021.07,45.0,16.64,17.27,199.54,UNHEALTHY,2026-07-13T10:19:06Z
PKS_ISB_PRK_01,Islamabad,park,25.66,38.38,613.09,30.06,90.0,3.44,79.52,MODERATE,2026-07-13T10:19:06Z
PKS_ISB_TRF_02,Islamabad,traffic,93.16,131.82,648.56,39.46,39.98,19.37,170.45,UNHEALTHY,2026-07-13T10:19:06Z
PKS_PEW_IND_01,Peshawar,industrial,119.52,144.58,843.4,42.28,38.78,18.55,184.06,UNHEALTHY,2026-07-13T10:19:06Z
PKS_PEW_RES_02,Peshawar,residential,204.75,306.7,796.25,38.41,36.75,6.92,254.76,HAZARDOUS,2026-07-13T10:19:06Z
PKS_MUL_TRF_01,Multan,traffic,100.49,142.34,644.89,45.0,61.37,33.4,174.23,UNHEALTHY,2026-07-13T10:19:06Z
PKS_MUL_PRK_02,Multan,park,20.41,30.49,595.63,25.78,88.01,7.53,68.48,MODERATE,2026-07-13T10:19:06Z
PKS_KHI_IND_01,Karachi,industrial,128.83,158.93,995.81,45.0,13.58,17.23,188.86,UNHEALTHY,2026-07-13T10:19:17Z
PKS_KHI_TRF_02,Karachi,traffic,86.08,134.26,859.82,37.96,66.24,13.49,166.79,UNHEALTHY,2026-07-13T10:19:17Z
PKS_LHR_RES_01,Lahore,residential,207.17,257.92,833.39,29.72,90.0,18.11,257.16,HAZARDOUS,2026-07-13T10:19:17Z
PKS_LHR_IND_02,Lahore,industrial,136.4,186.26,901.25,45.0,12.86,24.62,192.77,UNHEALTHY,2026-07-13T10:19:17Z
PKS_ISB_PRK_01,Islamabad,park,13.23,17.52,598.39,37.1,84.86,7.17,53.38,MODERATE,2026-07-13T10:19:17Z
PKS_ISB_TRF_02,Islamabad,traffic,79.97,116.48,665.53,41.61,50.0,28.86,163.63,UNHEALTHY,2026-07-13T10:19:17Z
PKS_PEW_IND_01,Peshawar,industrial,103.37,138.54,1248.67,45.0,33.3,10.89,175.72,UNHEALTHY,2026-07-13T10:19:17Z
PKS_PEW_RES_02,Peshawar,residential,48.28,64.92,551.37,33.52,35.34,8.65,132.47,UNHEALTHY,2026-07-13T10:19:17Z
PKS_MUL_TRF_01,Multan,traffic,97.24,141.08,622.88,42.75,60.81,17.68,172.55,UNHEALTHY,2026-07-13T10:19:17Z
PKS_MUL_PRK_02,Multan,park,12.14,15.49,463.26,28.64,90.0,14.74,51.08,MODERATE,2026-07-13T10:19:17Z
PKS_KHI_IND_01,Karachi,industrial,159.82,251.31,943.38,45.0,48.03,24.11,210.24,HAZARDOUS,2026-07-13T10:19:28Z
PKS_KHI_TRF_02,Karachi,traffic,93.02,125.76,908.48,41.77,55.41,30.33,170.37,UNHEALTHY,2026-07-13T10:19:28Z
PKS_LHR_RES_01,Lahore,residential,54.41,69.86,551.6,42.1,49.98,5.05,147.56,UNHEALTHY,2026-07-13T10:19:28Z
PKS_LHR_IND_02,Lahore,industrial,136.33,199.72,984.25,44.35,25.98,27.92,192.74,UNHEALTHY,2026-07-13T10:19:28Z
PKS_ISB_PRK_01,Islamabad,park,20.36,30.11,497.0,38.13,90.0,15.6,68.37,MODERATE,2026-07-13T10:19:28Z
PKS_ISB_TRF_02,Islamabad,traffic,92.34,119.55,874.45,43.09,52.67,20.81,170.02,UNHEALTHY,2026-07-13T10:19:28Z
PKS_PEW_IND_01,Peshawar,industrial,106.71,130.06,792.95,36.68,49.76,7.87,177.44,UNHEALTHY,2026-07-13T10:19:28Z
PKS_PEW_RES_02,Peshawar,residential,146.78,219.51,713.46,34.96,37.89,10.8,198.13,UNHEALTHY,2026-07-13T10:19:28Z
PKS_MUL_TRF_01,Multan,traffic,74.3,114.52,856.69,41.22,47.53,22.7,160.71,UNHEALTHY,2026-07-13T10:19:28Z
PKS_MUL_PRK_02,Multan,park,16.5,20.89,453.84,40.51,90.0,11.58,60.25,MODERATE,2026-07-13T10:19:28Z
